Abstract,Intervention Area
"Abstract SPRING aimed to transform the lives of adolescent girls by working with businesses to develop products and services which would help them keep safe, learn, earn and save, and have greater wellbeing. The SPRING accelerator identified businesses which could improve the lives of girls and provided mentoring support, limited finance, and expertise in business growth, design, innovation and marketing to help drive their business models forward. The project's original focus on getting “direct economic assets” was broadened to include a wider range of products (e.g. economic, digital, sanitary or otherwise life-enhancing products), services (e.g. childcare, mobile health advise, etc.) and business opportunities (i.e. ways of including girls in a business’ value chain). The SPRING programme ran from July 2014 to September 2019. The programme supported four cohorts of businesses in nine countries in two different geographic areas in Eastern Africa (Ethiopia, Tanzania, Kenya, Uganda and Rwanda) and South Asia (Bangladesh, Pakistan, Nepal and Myanmar). By the end of its last cohort, SPRING had worked with 75 businesses, and reached 2,534,214 adolescent girls.",AreaDigital finance Digital
"Abstract Since 2005, President's Malaria Initiative has focused on reducing malaria-related mortality by 50% across 15 high-burden countries in sub-Saharan Africa through the rapid scale-up of proven and highly effective malaria prevention and treatment measures. Uganda, currently ranked 8th in number of malaria cases in sub- Saharan Africa, has been a PMI focus country since 2006. The goals of Uganda’s Malaria Reduction Strategic Plan 2014 – 2020 (UMRSP) are, by 2020, to reduce annual malaria deaths to near zero, malaria morbidity to 30 cases per 1000 population, and malaria parasite prevalence to less than 7%. The UMRSP serves as the primary framework for PMI support to Uganda.",AreaData systems and
"Abstract Saving Lives at Birth (SL@B): A Grand Challenge for Development brings together a global community working on innovation to combat preventable maternal and newborn deaths and stillbirths on a global scale. The SL@B program has funded a total of 147 innovations of which 116 are unique, and 92 organizations addressing critical issues in maternal and newborn health (MNH) in low-resource settings. The SL@B portfolio spans different types of innovations: products, including devices and diagnostics (61%), mHealth solutions (11%), drugs and vaccines (12%), and service delivery approaches (16%). To fund these innovations, SL@B used an open call approach through which it solicited innovative ideas in the MNH field with no restrictions on types of organizations, geographic setting, or specific disease. Most SL@B grantees are academic institutions (40%) and non-profit organizations (38%), followed by for-profit (20%) and public international organizations (PIOs) (2%), with the majority of organizations headquartered in high-income countries (HICs, 83%) versus low- and middle-income countries (LMICs, 17%).",AreaChild Protection Child
"Abstract The purpose of the Tuberculosis South Africa Project (TBSAP) midterm evaluation is to examine how the project’s interventions helped achieve the National Department of Health (NDoH) and the United States Agency for International Development (USAID) Mission’s goal to reduce the tuberculosis (TB) burden in South Africa and to identify areas for improvement. There are three specific evaluation objectives: To determine the degree or extent to which the TBSAP responds to the Government of South Africa’s (GOSA) TB priorities (National Strategic Plan 2017‒2022 and National TB Program Strategic Plan 2017‒2021). To identify key lessons learned, best practices, and challenges that will inform the strategic design of the follow-on TB project. To learn from the midterm successes and challenges of the TBSAP and recommend course corrections for the final year of the project.",AreaData systems and
"Abstract The Standard Days Method (SDM) is a fertility awareness-based family planning method that identifies a 12-day fertile window during which women with regular menstrual cycles (26–32 days long) should abstain from sex or use a barrier method to prevent pregnancy. irst developed and tested in 2001 by the Institute for Reproductive Health (IRH), the SDM was introduced with “CycleBeads,” a string of different colored beads that each represent 1 day in the menstrual cycle. In 2012, the free iCycleBeads app was introduced and piloted as a digital version of the CycleBeads for download on a mobile device. This review of implementation science publications on the SDM in LMICs first looked at community pilot studies of the SDM to determine the acceptability of the method; correct use and efficacy rates; demographics of users; and changes to contraceptive prevalence rates and family planning behaviors, especially among men and couples. Then, we examined the status of the SDM in the 16 countries that had attempted to scale up the method within national family planning protocols, training, and service delivery.",AreaData systems and
"Abstract This report describes the findings of an end-of-project performance evaluation of Communicate for Health, USAID/Ghana’s social and behavior change communication (SBCC) flagship project, conducted in June 2019. The findings of the evaluation suggest that Communicate for Health has been largely successful in achieving the objectives described in the project award and subsequent planning documents. The evaluation explored two primary questions, corresponding to Communicate for Health’s expected result areas (ERs):
1. Did Communicate for Health contribute to the uptake of healthy behaviors?
2. Which Communicate for Health capacity building interventions appear to have been most impactful with different partners and beneficiary groups, and how can they be replicated or expanded moving forward?",AreaData systems and
"Abstract Developing countries became test-beds for Bitcoin and blockchain technology pilots, beginning in 2015, but, to date, no developing country has developed a national blockchain strategy, according to Raúl Zambrano. A blockchain is a digital ledger supported by the integration of 3 existing technologies: peer-to-peer (distributed) networks; cryptography; and consensus algorithms. In this paper, Zambrano develops a conceptual framework to explore how governments and the public sector in developing countries can harness blockchain technology to tackle key development challenges.",AreaDigital inclusion Digital
"Abstract On the African continent, where almost 60% of people are under the age of 25, the COVID-19 crisis has exacerbated preexisting inequalities, deepening young people's intersecting vulnerabilities. Despite the fact that many of them live in hard-to-reach areas with no access to electricity, young people in sub-Saharan Africa have in many cases used digital tech to transform their lives and communities in the wake of the pandemic. This Overseas Development Institute (ODI) publication is the first of two to glean the findings and insights from a two-day online global consultation, held in July 2020, exploring young Africans' use of digital technologies in the context of the COVID-19 pandemic and beyond. Specifically, the paper discusses the topics of the first day of the consultation, when 130 participants engaged in text-based discussions on Platform4Dialogue to delve into youth activism and community engagement and to ask which digital skills are needed for youth to meaningfully engage in shaping digital societies.",AreaUpskilling/Capacity Building Upskilling/Capacity
"Abstract Evidence from available studies suggests that peer mentoring is a useful tool to build health workers' knowledge, skills, and practices. However, there is a dearth of research on use of this method of learning in immunization programs. Although WhatsApp has been used as a networking platform among health care professionals, there is limited research on its potential contribution to improving the immunization competencies of health workers. This study showed that peer mentoring and WhatsApp networking are useful blended learning methods for need-based and individualized capacity building of health workers providing immunization services. Future research to assess the comparative cost-benefit between classroom-based training and peer mentoring (along with WhatsApp networking) will be useful.",AreaUpskilling/Capacity Building Upskilling/Capacity
"Abstract The response to COVID-19 in South Korea, which ""has become acknowledged as one of a small number of countries that have maintained exceptionally low rates of infection and mortality"", grew out of lessons learned from the 2015 outbreak of Middle East respiratory syndrome (MERS). Hoping to avoid a similar failure during the early spread of COVID-19, the government immediately set up an infectious diseases response system, held regular media briefings, and developed cooperative disease control efforts. This case study highlights several communication insights that have emerged from the South Korean national response to COVID-19. In particular, it focuses on how disease control programmes and information and communication technologies (ICTs) have been used in conjunction with messaging strategies.",AreaE-government E-governmentInterventions that
"Abstract eHealth Africa (eHA) was founded in 2009 to provide support to Northern Nigeria’s health infrastructure. eHA’s work brought new approaches to the development of people centric and data driven technology solutions that connect and deliver better public health services for vulnerable communities. Now, eHA has nearly 800 staff and continues to provide solutions and play a critical role in public health interventions across four countries in West Africa: Nigeria, Sierra Leone, Guinea, and Liberia.",AreaData systems and
"Abstract The COVID-19 pandemic disrupted all forms of social life, including the education sector. As part of the efforts to keep the virus at bay, onsite instruction was suspended in 188 countries across the globe, jeopardizing the educational goals of over 91% of the world’s student population. Online learning emerged as an ultimate solution to the disruption caused by the COVID-19 pandemic. The main challenge of most developing countries, especially in Sub-Saharan Africa, is to ensure effective online learning across all levels of education. The lack of funds, infrastructure, effective e-learning systems, ICT gadgets, and other challenges hindered the online learning in most developing countries from achieving its intended goal. With the realization that the COVID-19 may not die out soon and the prospect of a vaccine, Ghana, like many countries, resumed onsite instruction in early 2021.",AreaUpskilling/Capacity Building Upskilling/Capacity
"Abstract India's Digital Empowerment Foundation (DEF) has been working to empower marginalised communities in information-dark regions for since 2002. With the aim of serving the community amid the COVID-19 pandemic, DEF launched an information and communication technology (ICT)-enabled, community-specific programme centred around virtual community and service facilitation. The COVID-19 Digital Emergency Relief Programme (C-DERP) has galvanised over 600 digital information resource centres and over 10,000 foot soldiers (""COVID-19 Relief Warriors"") across 23 states and union territories in an effort to reach over 60,000 households and 300,000 individuals in rural India.",AreaDigital inclusion Digital
"Abstract These recommendations on content governance have been published by Access Now, an organisation that seeks to defend and extend the digital rights of users at risk around the world. The document aims to reach decision-makers worldwide with the goal of putting human rights at the forefront of debates about content governance. As stated, ""Doing so is the only pathway for creating a digital future that reinforces shared ideals of freedom, openness, and democratic values, with the potential for returning power to the users."" The recommendations are intended to be human-rights- and user-centric and, since the context is different for each country and region with regard to specific actors and technologies, they are not designed to be one-size-fits-all prescriptions. Instead, they are designed to serve as a minimum basis for content governance policies to safeguard human rights.",AreaPolicy and regulation
"Abstract Empower Youth for Work (EYW) is a five-year program (2016-2021) run by Oxfam, funded by the IKEA Foundation. The program focuses on enabling young people, especially young women, in climate change affected rural areas of Pakistan, Bangladesh, Indonesia and Ethiopia to seek and obtain decent work. Working with a wide range of stakeholders (including young people, government and the private sector), the program applies a holistic approach to tackle issues of economic empowerment, gender-based discrimination, youth agency and enabling policy and normative environments – all of which affect young people’s opportunities for and choices about employment.",AreaData systems and
"Abstract In the context of technological changes impacting employment, Becky Faith and Kevin Hernandez provided new data insights and analysis on the relationship between the current state of girls’ education in low and lower-middle income countries, and implications for girls and young women’s labour market participation.",AreaDigital inclusion Digital
"Abstract mNutrition is a global initiative supported by FCDO, managed by GSMA, and implemented by in-country MNOs and third party providers to use mobile technology, that sought to improve the health and nutritional status of children and adults in the developing world. The potential to utilise mobile technology to change attitudes, knowledge, behaviours, and practices around health and agriculture for improved nutritional status has been recognised for some time, but to date there have been no rigorous evaluations of m-services at scale. A consortium of researchers from Gamos, IDS, and IFPRI were contracted to conduct a rigorous mixed-methods evaluation to estimate the impact of mNutrition on children and adults, and to understand how the context and the components of the mNutrition intervention shape its impact.",AreaDigital literacy Digital
"Abstract Analysis of data from a qualitative study of mobile phone use by 30 young low-income women—including 15 who had no access to the Internet other than through their mobile phones—shows how maintaining mobile phones through charge, credit, and repair is a significant burden. These challenges were inextricably bound up with structural inequality experienced by respondents such as poor employment conditions and unaffordable housing.",AreaDigital inclusion Digital
"Abstract The lion’s share of the “Belt and Road Initiative (BRI)” investment in infrastructure from the Chinese investors has gone to the energy and transportation sectors, and only a very small share to the information and communication technologies (ICT) sector. However, the ICT sector has attracted growing investment not only from the public sector but also from the private enterprises in China, and stronger interests from the stakeholders in the BRI-related countries. The existing Chinese literature shows that the current investment in ICTs as well as digital connectivity and digital economy has had some positive influence on the implementation of the Sustainable Development Goals in those recipient countries. It has helped to facilitate economic growth of the least developed countries and rural areas of middle-income countries, to promote development of small and medium-sized enterprises, to encourage digital transformation of traditional industries and green growth, to narrow down the digital gap, and to enhance digital inclusion.",AreaDigital infrastructure development
"Abstract This report is on two DFID multi-cadre conferences that explored how strengthening a development focus on leaving no one behind (LNB) improves the lives of people living in extreme poverty and marginalisation. The conferences brought together over 220 advisers from across the livelihoods, social development, infrastructure, and climate and environment cadres. The purpose of this report is to share the outcomes and process of the conferences with colleagues in DFID and partner organisations. The conferences provided an innovative and interdisciplinary space for peer learning and led to a shared understanding of how the LNB agenda could be progressed within DFID, with partners and within cadre groups. LNB is a core commitment of the Sustainable Development Goals (SDGs) and a key priority for DFID, with the UK Government having been a very strong advocate for embedding this concept in the SDGs. The conferences explored the implications of LNB for economic development, building stability and increasing resilience, with attention to the crosscutting issues of gender, disability, digital access, and migration. They were innovative in the way they integrated collaborative facilitation processes and visual recording within an overall framework of scenario analysis. The design aimed to optimise peer-to-peer sharing and learning while working towards a collective understanding of how to accelerate progress on the LNB agenda. Central to the discussions was the concept of intersectionality, i.e. recognition that extreme poverty and marginalisation must be viewed from the intersection of multiple interacting social, political, and economic factors. In seeking solutions, it makes little sense to focus on one group or one form of exclusion without considering the wider context of interacting forms of exclusion.",AreaData systems and
"Abstract Against this background, a group of eTrade for all partners joined forces in the midst of the COVID-19 outbreak, with the aim of jointly assessing how the impact of the pandemic was playing out in various regions of the world, what barriers countries and business were facing when trying to leverage digital solutions; what policy responses had been taken; and – not least important – what we could do better to reap synergies and enhance global support to those countries that are the least equipped to manage digital transformation for dealing with
the pandemic and beyond.",AreaDigital finance Digital
"Abstract A better understanding of how and why young entrepreneurs in South Asia and South-East Asia use digital financial services and digital business solutions can fuel inclusive growth and youth entrepreneurship in those regions. This report offers an up-to-date regional picture of trends related to youth entrepreneurship and financial inclusion based on results from Findex and Global Entrepreneurship Monitor (GEM) survey data, as well as qualitative insights from an online survey of 64 young entrepreneurs.",AreaDigital inclusion Digital
"Abstract Based on increasing country demand, this Guidance Note offers concrete recommendations for governments looking to establish or strengthen robust systems for tracking comprehensive financial information across diverse resource flows, in support of enhanced development effectiveness and realization of their own national priorities. The purpose of this Guidance Note is to provide information on the key issues to be considered when assessing, strengthening or building a Development Finance Information System (DFMIS) to respond to the evolving financing landscape at the country level. A DFMIS can broadly be defined as a computerized system to record and process information about development activities and results across flows, as well as related financial information.",AreaData systems and
"Abstract The emergence of the digital economy is transforming the world at an unprecedented scale, scope and complexity. Challengingly, the transformation is characterized by disruption across almost all sectors of industry and society leading to the emergence of new forms of production, management and governance.  The opportunities emerging for governments to reach and enable citizens with services are quite profound, but so too are ways in which the government must reappraise its role and approach. To begin to frame this dynamic, this chapter provides a broad definition of what the digital economy is, and an overview of the impact and potential of the new technologies underpinning and driving digital disruption. It then discusses the unique characteristics of the digital economy in terms of scale and scope and briefly introduces the effect of digital
transformation on governments.",AreaDigital finance Digital
"Abstract Data is driving or shaping many aspects of our economies and societies. However, in a global world, the structures, principles, policies, and technologies to let data flow across borders are still very much emerging. Similarly, geopolitics and other challenges highlight the fragility of the international system. Protectionism, nationalism, and other aspects have had real and negative impacts around the world. We need data to flow across borders to drive industries, opportunities, and sectors. This report explores the key foundations, norms, and principles needed to catalyse cross-border data flows.",AreaPolicy and regulation
"Abstract This article provides empirical evidence on the impact of digitalisation on product upgrading in global value chains (GVCs). Analysis is done for a sample of Indian manufacturing GVC firms in the period 2001–15 from the firm-level database Prowess, using the methodology of System Generalised Method of Moments.",AreaDigital infrastructure development
Abstract How could countries in the Global South develop their tax systems further and improve compliance? This analysis shows how two tax administration interventions impacted the number of small business taxpayers and presumptive tax revenues in Uganda.,AreaE-government E-governmentInterventions that
"Abstract The COVID-19 pandemic holds at least seven lessons for the relationship between data-driven decision making, the use of artificial intelligence, and development. These are that (1) in a global crisis, the shifting value of data creates policy pitfalls; (2) predictions of crises and how they play out are mostly wrong and can cause unhelpful panics; (3) digital deluges are as significant a problem as lack of data; (4) data deprivation and digital divides can deepen inequalities and hamper global coordination; (5) data creates regulatory dilemmas; (6) interoperability and reuse are critical aspects of data-driven decision making but are neglected; and (7) decentralization of data gathering and data use may reduce vulnerabilities to risk, and strengthen resilience of countries and regions. The consequences for data policy and data science are that trust, equality, context, and political leadership are as important, if not more, than technology.",AreaData systems and
"Abstract Artificial intelligence (AI) is a potentially powerful tool to reduce the health and economic impacts of the COVID-19 pandemic. This note surveys the promise of AI, noting however that it faces certain limitations, particularly for making diagnoses and predicting the spread of the infection. The reason is insufficient data. It may be more useful in helping to find a vaccine and treatments, and for social control. Both of these come, however, with pitfalls: one is that if countries at the cutting edge of AI research do find a vaccine, they may stockpile these. A second is that social control measures, for instance through contact-tracing apps, will violate data privacy, and moreover that these intrusive surveillance tools may be misused.",AreaData systems and
"Abstract Some entry barriers in agricultural and agro-processing value chains, particularly for smallholder farmers and small/medium-sized processors, can be overcome with innovation and technology adoption. Technologies and innovation in these sectors have been both radical and incremental, ranging widely through biotechnology; production technologies; automation in sorting, grading, and packaging; and digital platforms and data-connected devices for market access. These technologies have enabled farmers in Africa to increase productivity and quality; reduce costs; meet standards; improve access to finance, markets, and information; and facilitate payments. We evaluate the role of technology in South African fresh fruit and selected processed food value chains in facilitating inclusive participation, while highlighting potential adverse effects for certain  players. Recommendations for addressing the challenges and building capabilities to adopt new technologies are provided, emphasizing the role for public–private partnerships and an enabling regulatory environment.",AreaDigital inclusion Digital
"Abstract This paper examines whether digitalization can be a driver of ‘upgrading’ in global value chains and help developing countries move into higher value-added activities. The paper provides empirical evidence on the impact of digital capabilities on product upgrading in Indian manufacturing firms participating in global value chains. Empirical analysis is undertaken on a panel of global value chain manufacturing firms in the period 2001–15, using the methodology of system generalized method-of-moments. The paper further attempts to tie these empirical results to the global value chain governance literature, and advances the nexus of governance and digitalization as a key area of global value chain research.",AreaDigital finance Digital
"Abstract New technological trends, such as digitization, artificial intelligence and robotics, have the power to drastically increase economic output but may also displace workers. In this paper we assess the risk of automation for female and male workers in four Latin American countries Bolivia, Chile, Colombia and El Salvador. Our study is the first to apply a task-based approach with a gender perspective in this region. Our main findings indicate that men are more likely than women to perform tasks linked to the skills of the future, such as STEM (science, technology, engineering and mathematics), information and communications technology, management and communication, and creative problem-solving tasks. Women thus have a higher average risk of automation, and 21% of women vs. 19% of men are at high risk (probability of automation greater than 70%). The differential impacts of the new technological trends for women and men must be assessed in order to guide the policy-making process to prepare workers for the future. Action should be taken to prevent digital transformation from worsening existing gender inequalities in the labor market.",AreaDigital inclusion Digital
"Abstract Recent years have seen an ever-greater expansion of the digital economy, a development that may bring new opportunities to workers who were at a disadvantage in the traditional economy. We focus on a specific set of workers who belong to such a group: women. We study a skill set of particular relevance in the digital economy and estimate their returns in the labor market, according to gender, across four Latin American countries. We find that information and communication technologies (ICT) skills and science, technology, engineering, and mathematics (STEM) skills yield significant positive returns for both men and women. However, there is a significant gender gap that favors men on the STEM returns. There is also a sizable gender gap regarding the amount of skills accumulated by gender. Through an Oaxaca-Blinder decomposition, we estimate that up to 80% of the gender gap in hourly wages may be due to the lower returns that women receive, relative to men, on their STEM skills. If an investment in skills relevant to the digital economy may be beneficial for the labor market performance of both men and women, why returns to STEM exhibit such strong gender asymmetries remains an open and relevant question.",AreaDigital literacy Digital
"Abstract Who drives on ride - hailing platforms in Latin America? A Profile of Uber Drivers in Brazil, Chile, Colombia , and Mexico Abstract Digital platforms can improve the functioning of markets characterized by coordination problems and high levels of fragmentation, s u ch as the transport ation market. In recent years, the adoption of digital platforms across L atin America (L atam ) , notably in the ride - hailing sector , has been considerable . This expansion may increase the  availability  of better  job  alternatives  for  workers  in the region ,  which  is characterized by high  levels  of  informality  and citizen’s  insecurity .  To evaluate  the  viability  of  this hypothesis ,  we  explore d the  characteristics  of  Uber  drivers  (UD s )  by  combining Uber  administrative data with a survey designed  and applied for  this  project . The characteristics we  analyze d include drivers ’ past and current  labor profiles,  labor  aspirations, and financial behavior s . We fo u nd that the average  UD  in L atam is male,  3 8 years  old , and  highly  educated.  Most  drivers  have  no  previous experience in the transport ation sector. The mean duration of use of the platform is 19 hours per week, and the majority of UD s use it less than 30 hours per week. The average hourly gross income for UDs utilizing the platform is three times a given country ’s hourly minimum wage, with slight disparities by country, gender, and age. The main reasons cited for joining the platform are the ability to generate more income and have work more flexible working hours . Only 40 % of drivers would choose to work a fulltime job (that provides the same total income from all sources) over driving for Uber . The majority of UDs are financially stretch ed or insecure and show low levels of retirement prepared ness. However, UDs have  a strong desire to  accumulate more savings, at least  in the short term. Based  on  these findings , we suggest different policy alternatives to leverage ride - hailing platforms to improv e the lives of their drivers in Latin America , including facilitating the participation of  women  and migrants as drivers , promoting financial inclusion and financial literacy , easing voluntary contributions to retirement products and exploring alternatives to acquire coverage against multiple risks , including pay ing social security contributions .",AreaDigital finance Digital
"Abstract The Fourth Industrial Revolution, driven by rapid technological change and digitization, is having a profound impact on global trade. By applying innovative new technologies to trade, “TradeTech” promises to increase efficiency, drive economic development and grow inclusivity. However, challenges and uncertainties remain on the policy governance of TradeTech. Public-private partnerships are needed to maximize the benefits and mitigate the potential downsides of applying new technologies to global trade. Building on global developments and aspirations for TradeTech, the World Economic Forums Centre for the Fourth Industrial Revolution, through its Digital Trade team, collaborated with the Inter-American Development Bank (IDB) to launch a new project. This project aims to guide public-sector stakeholders to make informed decisions about using emerging technologies to facilitate trade, drive economic development and improve competitiveness particularly in the case of blockchain deployment in trade single windows. Given its prioritization of emerging technologies and having worked closely with Latin American and Caribbean (LAC) governments, the IDB has valuable experience and knowledge to help co-design and shape the trade agenda.",AreaPolicy and regulation
"Abstract Improving infrastructure and basic services is a central task in the region’s growth and development agenda. Despite the importance of private sector participation, governments will continue to play a defining role in planning, financing, executing, and overseeing key infrastructure projects and service delivery. This reality puts a premium on the efficient and transparent management of public investment, especially in light of the considerable technical, administrative, and political challenges and vulnerability to corruption and rent-seeking associated with large public works. The recent spate of corruption scandals surrounding public procurement and infrastructure projects in the region underscores the urgency of this agenda. The emergence of new digital technologies offers powerful tools for governments and citizens in the region to improve the transparency and efficiency of public investment. This paper examines the challenges of building transparent public investment management systems, both conceptually and in the specific case of Latin America and the Caribbean, and highlights how a suite of new technological tools can improve the implementation of infrastructure projects and public services. The discussion is informed by the experience of the Inter-American Development Bank in designing and implementing the MapaInversiones platform. The paper concludes with several concrete policy recommendations for the region.",AreaData systems and
"Abstract Latin America and the Caribbean is well positioned to participate in the digital economy and leverage its opportunities. Cloud computing is an enabling technology, forming the foundation of big data analytics, artificial intelligence, and the Internet of Things, and constituting one of the main pillars of the digital economy. Cloud computing allows government customers to access industry-shaping technology at a speed, cost, and scale previously reserved for the largest companies in the private sector. Governments can essentially do more with less and use newly freed resources—in cost and human capital—to address key challenges they face. In addition to maximizing investments and avoiding additional investments in legacy IT infrastructure, cloud computing enables public sector organizations and government agencies to meet mission-critical objectives and to innovate. Cloud computing represents a unique opportunity for governments in the region to improve productivity and facilitate adoption of the latest technologies and those still to come. By eliminating the upfront costs of IT infrastructure, and having thousands of IT tools and almost unlimited computing capacity available with a pay-as-you-go model, cloud computing also represents a unique opportunity to small and medium enterprises and large corporations to adopt and use state-of-the-art IT solutions. To leverage the benefits of cloud services and new technological developments, governments in Latin America and the Caribbean need to undertake public policy initiatives to develop policy frameworks that quell concerns around data protection, cybersecurity, financial market regulation, and data privacy. This publication provides a specific review on key policies and actions to encourage the adoption of digital infrastructures based on cloud that will empower the global competitiveness of Latin America and the Caribbean.",AreaPolicy and regulation
"Abstract This policy brief discusses strategic imperatives to build “360 resilience” in Caribbean countries. In this regard, it calls for a change of course in the region’s development trajectory and puts forward strategies to build resilience on several fronts: economic, fiscal, technological, social, environmental, and governance and institutional. Specifically, it argues for the following: (i) unlocking the economic potential of the Blue, the Green, and the Orange Economy; (ii) modernizing agricultural production and practices; (iii) strengthening fiscal governance; (iv) expanding the use of digital technologies; (v) building human and social capital; (vi) protecting environmental assets and reducing hazard and climate risks; and (vii) developing new governance and institutional models.",AreaUpskilling/Capacity Building Upskilling/Capacity
"Abstract This document discusses the institutional, legal, regulatory, and policy frameworks that are needed to prompt the investment necessary to close the digital connectivity infrastructure gap. These good practices—including infrastructure sharing, international coordination, and public–private collaboration—are instrumental for leveraging technology and business models innovations capable of disrupting traditional digital connectivity infrastructure deployment cost-benefit structures, hence enabling advancements in the connectivity frontier, which is a necessary enabler for mainstreaming upcoming innovative applications aimed at increasing productivity and well-being.",AreaDigital infrastructure development
"Abstract Mercosur member countries’ rapid transformation into digital economies is in many ways a staggering for a region that as for decades been known primarily for its commodities and, in the case of Brazil, heavy manufactures. Digitization has changed the way people in Mercosur countries shop, bank, and communicate. More recently, it has changed the prospects of the region’s trade. Digital trade – trade in goods and services sold online and across borders – appears to have grown much faster than regional overall trade. The purpose of this report is to provide a regulatory roadmap that helps Mercosur region’s policymakers and business leaders in this key juncture to unlock digital trade in goods and services as an engine of regional trade and job-creation. The report pays particular attention to frameworks and policies that enable Mercosur region governments best help SMEs that sell goods and services online to grow, export, and create jobs. This report draws on new interview and survey data on the way firms in the region leverage ecommerce, and on the enabling environment for ecommerce, and puts forth policy recommendations.",AreaPolicy and regulation
"Abstract National strategies harnessing rapid technological change for sustainable development involve building and managing effective innovation systems. Key policy employment nexus, building 
endogenous innovation capacities, developing digital competences to bridge digital divides and strengthening the capacity for technology foresight.",AreaPolicy and regulation
"Abstract Taken together, rapid technological change offers potentially transforming development opportunities for countries but also creates significant concerns that policymakers need to address to ensure technologies are leveraged for sustainable and inclusive development. Development gains offered by new and emerging technologies are not automatic.",AreaUpskilling/Capacity Building Upskilling/Capacity
"Abstract This chapter examines the technological capabilities that LDC firms need to engage with, in particular the digital technologies of the Fourth
Industrial Revolution (4IR technologies), and the digital connectivity at the heart of these technologies. It also covers the role of public policies in helping firms to acquire the technological capabilities for their
effective participation in the global digital economy.",AreaDigital infrastructure development
"Abstract This study examines the nexus between technology in agriculture and trade from a gender perspective. It is part of the teaching 
package on trade and gender prepared by the United Nations Conference on Trade and Development (UNCTAD)1, though it also 
serves as a stand-alone module.",AreaDigital inclusion Digital
"Abstract We examine the effect on service delivery outcomes of a new information communication technology (ICT) platform that allows citizens to send free and anonymous messages to local government officials, thus reducing the cost and increasing the efficiency of communication about public services. In particular, we use a field experiment to assess the extent to which the introduction of this ICT platform improved monitoring by the district, effort by service providers, and inputs at service points in health, education and water in Arua District, Uganda.",AreaE-government E-governmentInterventions that
"Abstract There is growing interest to understand how technology will change politics, particularly in developing democracies where marginalized groups face higher barriers in communicating with their political representatives. Weak political communication channels have important implications for the health of a country’s democratic institutions: with poor information on their constituents’ preferences and policy priorities, elected representatives have a hard time representing, and political parties cannot differentiate themselves in meaningful ways. Can mobile technology help? There are obvious reasons why it could, but there are also fears that information communication technology (ICT) will only better connect those that are already well connected. This study reports findings from a multi-year research project, involving three related field experiments designed to test if mobile technology can improve communication between elites and their constituents, and marginalized groups in particular. In an initial pilot, or “framed field experiment”, the authors found that introducing SMS as a way to send messages to government elicited a significant amount of new communication and improved the rate at which marginalized groups communicate to their representatives. Following the result of the framed field experiment, the authors worked with the Parliament of Uganda and The National Democratic Institute (NDI) to scale-up the intervention to 100 constituencies. This “natural field experiment” was structured as a randomized controlled trial and took place over a 6 month period.",AreaE-government E-governmentInterventions that
"Abstract Social scientists have long sought to explain why people donate resources for the good of a community. Less attention has been paid to the difficult task of motivating the first adopters of these important behaviors. In a field experiment in Nigeria, we tested two campaigns that encouraged people to try reporting corruption by text message. Psychological theories about how to shift perceived norms and how to reduce barriers to action drove the design of each campaign. The first, a film featuring actors reporting corruption, and the second, a mass text message reducing the effort required to report, caused a total of 1181 people in 106 communities to text, including 241 people who sent concrete corruption reports. Psychological theories of social norms and behavior change can illuminate the early stages of the evolution of cooperation and collective action, when adoption is still relatively rare.",AreaE-government E-governmentInterventions that
"Abstract In 2017, Transparência Brasil developed a cell phone application called Tá de Pé (TDP) to improve the accountability of government education spending to citizens (Figure 1). The TDP app collects crowdsourced data from citizens on school construction project completion rates in their neighborhoods to be assessed by a group of independent specialists. If the construction is behind schedule, the app provides a platform for citizens to make an anonymous complaint to the mayor. If the mayor’s office does not respond to the notice within 15 days, the notice is forwarded to the Brazilian Ministry of Education, which makes it more difficult for the municipality to access federal funds in the future. Transparência Brasil launched the app for Android in August 2017, and a version for the iOS platform came out six months later. A Facebook campaign to publicize the app successfully attracted 2028 new users within October 2017 alone.",AreaE-government E-governmentInterventions that
"Abstract We examine the effects of national voter registration policies on voting patterns with a large-scale experimental study. Together with Kenya’s electoral commission, wedesigned an experiment in which 1,674 communities were randomized to a status quo or treatment group, receiving civic education on voter registration, SMS reminders about registration opportunities, and/or local registration visits by election commission staff. We find little evidence that civic education improves registration. Local registration visits improve voter registration, a relationship that increases in poorer communities. Moreover, local registration increased electoral competition and vote preference diversity in down-ballot contests in the 2017 Kenyan elections. Our results suggest that status quo voter registration policies constrain political participation and competition, and that inexpensive policy changes may attenuate the effects of such constraints.",AreaE-government E-governmentInterventions that
