,Title,Intervention Area
368,coronavirus disease covid pandemic reveal public health preparedness lack low middleincome opportunity strengthen health system vital resource current public health emergency infection control homebased diagnosis screen empowerment public health surveillance epidemiology leverage crowdsourced data thoughtful concert effortleveraging experience robust enterprisegrade technologiescan substantive impact distal consequence covid,Data Systems & Development
369,elearning africa edtech hub window perspective edtech expert impact covid pandemic education africa finding survey elearning africa network garner response africa survey education practitioner expert policymakers administrator investor africa weigh covid institution colleague form quote excerpt survey feature,E-government
370,teach resource produce help journalism educator cultivate gender awareness training journalist medium professional communicator link educational professional policy field order improve gender equality medium,Policy & Regulation or Digital Services
371,introduction discussion journalism artificial intelligence ai define collection idea technique relate computer system capacity perform task human intelligence fund google news initiative carry international journalism thinktank polis survey news organisation ai associated wide range journalist ai answer question understand ai newsroom view wider potential risk news industry,Digital Information Services
372,assistive adaptive promote independence participation texttospeech voice recognition ability change contrast colour scheme touch gesture input screen magnification communication ict device enable person disability realise independent living employment education access government service,Digital Inclusion
373,purpose build understand edtech ensure child learn crisis displaced setting field edtech vast influenced facet modern educational delivery focus child face edtech refers software hardware design directly child teacher parent facilitator child,Digital Inclusion
374,voice count international initiative harness power innovation support effective accountable governance evidence learn rel component lead building evidence base role play secure responsive accountable governance support practitioner learn evidence light programme learn rel team highlight lesson learn course initiative large complex programme intend support innovation governance,E-government
375,inexperienced consumer learn financial paper field experiment introduce payroll account population unbanked factory worker bangladesh experiment worker treatment receive monthly wage payment bank mobile money account worker control continued receive wage cash subset receive account automatic wage payment,Digital Finance
376,fourth study internet persatuan kesedaran komuniti selangor empower association progressive communication apcs advocacy change india malaysia pakistan apcimpact build empowers previous online freedom expression freedom freedom assembly association feminist response increase instance bully harassment social medium seek understanding form technologyrelated genderbased violence manifest malaysian study inquire safe woman malaysia voice visibility online form violence face exercise freedom expression participation social medium active thing worry safety oppression safety peer,Digital Inclusion
377,launch february month initiative working address education crisis inherent refugeerelated challenge jordan lebanon learning innovation collaboration partner international education association birzeit university unesco develop test educational tool resource effort enhance accessibility quality learn refugee host classroom,Digital Inclusion
378,document analysis uptake indian farmer mobile phone apps jayalaxmi agro tech jat design support dissemination crop generate agricultural extension service order ensure successful agricultural practice decisionmaking indian workforce dedicate agriculture data account countrys economy jat launch crop specific mobile apps eagricultural extension service suite standalone apps deliver material best practice lowliteracy farmer english hindi regional indian language kannada telugu marati gujarati,Upskilling/ Capacity Building
379,implement centre study learn performance cslp canada concordia university applies interactive multimedia software couple extensive professional teacher enhance teach improve learn child kenya objective achieve scalable sustainable costeffective increase student learn alongside enhancement teach practice explore challenge involve scale sustain programme understand relationship level teacher support teaching practice student learn outcome promote improved educational technologyrelated policy practice kenya,Digital Literacy
380,conecta idea connect idea programme evaluate learn initiative purpose improve quality primary school education ictbased programme teach mathematics lowperforming chilean school attend student low socioeconomic status assess student learn estimate cost determine key factor success protocols ensure effective implementation scaleup programme evidence glean expect inform education policy latin america caribbean lac region field science engineering mathematics stem,Digital Literacy
381,voice count grantmaking programme support tech accountable governance initiative support initiative suggests actor seek goal communication ictenabled finding support voice count explore vary vision success ict governance implication three field icts theory encourage channel citizen voice government governance improve government responsiveness return three field participatory policy strategymaking participatory budget citizen feedback improve service delivery,Digital Inclusion
382,gsma annual ass progress mobile sector contribution sustainable goal sdgs describes progress mobile operator align sdgs integrate core strategy policy service executive summary people connect mobile internet people start mobile money household instal solar system mobileenabled payasyougo model people mobileenabled agricultural service big impact sdg industry innovation infrastructure,Digital Infrastructure Development
383,ghanas government invest resource initiated policy ensure communication ict accessible student ghana pivotal role education despite effort roadblock remain ghana ranked international telecommunication union itus global ict rank wake covid force ghana educational sector adopt online learn issue barrier online learn challenge integrate ict school online learn fore rural school paper identifies critical factor online learn recommends postcovid strategy promote elearning conceptual model emergency transition elearning,Policy & Regulation or Digital Services
384,write journalism freedom speech perspective intend introduction issue aspects social medium influence sustainable independent news publishing freedom speech growth democracy ethiopia offer map medium social medium backdrop intensify local international debate action seek term social medium platform undisclosed political force publish fojo medium institute form medium reform change promote journalism democracy programme,Policy & Regulation or Digital Services
385,evidence ebola epidemic paperbased contact trace delay communication response covid pandemic platform support management listing notify monitoring contact confirm tool design meet healthcare provider public health official contexts request bill melinda gate foundation john hopkins university global mhealth initiative jhugmi conduct rapid assessment platform establish presence low middleincome lmics rapidly reconfigured address covidrelated purpose assessment serve resource decisionmakers government healthcare system donor agency engage support effort,Data Systems & Development
386,covid prompt widespread school closure physical distancing measure online platform essential maintain sense normalcy child family turn solution support childrens learn socialization play solution huge opportunity sustain promote childrens tool increase childrens exposure online risk technical note key priority recommendation mitigate risk promote positive online experience child,Child Protection
387,half population remain access essential health service individual driven poverty outofpocket health expense unctad estimate meet healthrelated sustainable goal objective billion dollar private sector finance annually investment health health artificial intelligence expect contribute bridge health service gap emerge potential innovation reach underserved patient healthtech innovator integrate ai product solution early promise improving diagnosis reduce cost enable access remote health service covid accelerated pace transition health application integrate ai systemwide level remain healthcare stakeholder sustainable ecosystem facilitate innovation achieve scale beneficially reach lowestincome patient emerge,E-government
388,government play critical role economy europe central asia government expenditure close gross domestic product public sector account total employment global average role government play underscore quality governance determine productivity growth effectively respond region economic social challenge data revolution offer potential increase efficiency transparency responsiveness citizen trust directly impact quality government data key foster collaboration government civil society improve public sector efficiency service delivery covid pandemic highlight cost associate delay digitalization govtech implementation opportunity lie public sector modernization analysis propose policy recommendation ground empirical evidence harness data revolution improve governance eca,E-government
389,solution signature southeast asias response covid coronavirus crisis help address wide spectrum problem support public health effort public communication economic social policy policy explore asean leverage fight covid investigates roles government local ecosystem citizen deploy solution finding solution accelerate collaboration sphere government company entity society large covid crisis highlight divide region challenge ensure technological change asean region,E-government
390,lack access service welfare depravation ago access define radio television today update internet connection individual access online multimedia educational health livelihood potential positive impact improve welfare begs question data support online determine daily calorie requirement food identify minimum threshold household electric energy aim note estimate minimum data consumption level examine affordable low income diverse selection develop,Digital Inclusion
391,cyberattacks public health health sector increase outbreak coronavirus covid pandemic disruption operation domestic healthcare system service theft medical record financial loss elevate bring cybersecurity forefront agenda broad conceptualization cybersecurity elements malicious campaign help facilitate focus management rapidly develop phenomenon focus coronavirus covid expose cyber risk health sector paradigm shift building cybersecurity resilience,Cybersecurity
392,robust data governance regulatory environment encompassing safeguard protect player enablers facilitate usereuse data foundation trust data economy paper methodology finding global data regulation diagnostic global data regulation diagnostic detailed assessment law regulation data governance cover safeguard enablers data governance range low high income diagnostic great effort adopt enabling regulation regulatory safeguard enablers safeguard remain intermediate stage practice safeguard enablers adopt diagnostic identifies gap regulatory framework dimension safeguard personal nonpersonal data crossborder data flow cybersecurity enablers public private intent data ecommerce high income typically advance low income counterpart gap remain regulatory framework data income,Cybersecurity
393,coronavirus disease covid pandemic upend life bring major disruption economic precipitating unprecedented global health economic crisis key lesson learn early pandemic ensure business continuity critical supply notably maritime gateway associate logistical chain maritime port node complex logistical chain involve interaction digitization vital improve competitiveness chain global organization united nation conference trade unctad unite nation economic commission europe unece custom organization wco trade organization wto international maritime organization imo advocate accelerate digitalization crossborder documentation highlight short mediumterm measure strengthen resilience maritime logistics sector build importantly ensure realize potential efficiency gain digitization underline digitalization solely technological issue human capital institutional issue move increase digitization high level political commitment establishment appropriate legal regulatory policy framework national level discipline maritime port clearance agency transport logistics sector,Cybersecurity
394,increase cyber connectivity vehicle vehicle infrastructure drastically reshape mobility decade advent connect mobility expect benefit traveler society smooth traffic improve rider convenience reduce accident augment cyber component connect autonomous vehicle infrastructure rise cyber attack transportation system attention pay transportation cyber resilience paper propose investigation topic comprehensive literature review cyber component plausible autonomous mobility system operation scenario discuss identify cyber attack autonomous mobility system vehicle system level discussion move practice enhance cybersecurity strategy investigate enhance autonomous mobility system cyber resilience vehicle level layer separation reduce cyber component connectivity deploy independent procedure data collection processing vehicle design manufacturing system level recommend strategy redundancy transportation capacity maintain separate road network deploy subautonomous mobility system,Cybersecurity
395,broad program shape positive narrative regional integration south asia followup flagship publish south asia region bank glass half full promise regional trade south asia ecommerce dramatically change service transact nationally regionally globally facilitate international trade reduce cost distance remoteness inclusive underrepresented woman small business rural entrepreneur intraregional trade south asia potential region lag activate potential benefit ecommerce adopt novel practical explores ecommerce boost deepen intraregional trade south asia examines main transacting model space channel ecommerce help reduce transaction cost firm consumer considers regulation regulatory gap private sector participation ecommerce focus data privacy consumer protection delivery cybersecurity marketaccess regulation payment finally recommendation regulatory reform enhance etrade regional platform great global engagement south asian firm scale recommendation range modest crossborder payment streamline custom regime ambitious operation regional ecommerce platform liberalize crossborder logistics service,Digital Infrastructure Development
396,government investigate leverage artificial intelligence ai public policy serve citizen enhance compliance reduce fraud appropriate policy legal environment ai help stay ahead commercial innovation competitiveness international trade academic professional ai ethic policy regulatory reform empirical quantitative evidence opportunity risk ai adoption public sector objective paper help bank client government understand ethical issue policy option associate ai promote ethical ai elaborate opportunity ai adoption public sector,E-government
397,potential improve efficiency equity environmental sustainability food system range lead informed engage consumer producer smarter farm improve public service adoption vary lower current adoption rate lowincome increase adoption address supplyside factor rural network coverage availability application demandside factor skill knowledge trust affordability complementary investment technologies potential pose risk address overconcentration service provider power lack data privacy exclusion cybersecurity breach risk cut segment economy food system addition view panacea investment address multiple constraint farmer face realize potential benefit,Digital Finance
398,intend support financial service dfs policymakers emerge develop economy emdes regulator endeavor structured analysis dfs financial inclusion progress push dfs growth challenge face tool private sector stakeholder assess institutional regulatory environment invest develop dfs initiatives valuable input dialogue public sector,Digital Finance
399,financial sector cybersecurity regulation supervision identifies prevalent concept practice financial sector authority apply respective jurisdiction start debate cyberspecific regulation paper discuss essential coordination financial sector authority agency deal cyber risk move topic taxonomy common language speak cybersecurity avoid misunderstand discuss issue reiterate redefine responsibility board senior management security officer deal cybersecurity prominent feature supervisoryregulatory practice role incident response recovery requirement test simulation lastly paper cover manage outsource risk,Digital Finance
400,notable paper article publish academic legal practitioner explain blockchain term understood nontechnology expert international organization bank innovation lab organization unpack analyze concept blockchain ecosystem derive relevant question blockchain solving challenge terminology consensus mechanisms smart contract everyday vocabulary novel concept legal interpretation assessment potential impact realworld situation attempt explain blockchain key component relevant field international specific focus land administration,Data Systems & Development
401,ministry public health moh niger rapid initiative rris achieve reproductive health nutrition key outcomes mobilization region district overcome constraint assist delivery family plan fp nutritional counseling measles vaccination achieve disbursement link indicator dlis collaboratively plan provision mobile health service doortodoor visit outreach remote underserved health team communities engagement local leader help health center increase coverage service woman child map household low uptake health service implement social sanction reduce birth inclusion fp assist delivery message reproductive health nutrition sermon religious leader government niger rat rri top innovation national health plan moh region bind annual performance contract improve rris,E-government
402,strategy formally recognize critical health system strengthen strategy help meet sustainable goal universal health coverage landscape collection review multiple health system pillars referral decision support system identify key knowledge gap domains recognize growth field realize full potential,Data Systems & Development
403,universal health coverage uhc ideal people access health service sufficient quality effective risk financial hardship aspire uhc ideal achievement remain elusive half population access health service rapid proliferation mobile telephone advance financial opportunity accelerate progress universal healthcare widespread adoption mobile money unbanked expand financial inclusion low middleincome great potential application health sector identify opportunities agency international usaid commission local health system sustainability establish evidence base emerge model financial service health financial service consist financial transaction banking saving loan insurance payment service remittances transfer user fee bulk payment access channel mobile phone electronic card credit debit prepaid voucher computer electronic instrument objective review identify evidence impact service financial protection health service access utilization health system quality efficiency performance identify underlying factor contribute success failure,Digital Finance
404,technologiessuch mobile phone computer tabletsto convey message evidencebased multichannel social behavior change sbc strategy contribute promote adopt maintain healthy sexual reproductive behavior summarizes current evidence rapidly change field,Policy & Regulation or Digital Services
405,health expand lowresource setting program seek improve maternal health care seek service usage limit screen referral maternal health rely sms tool limited impact setting low female literacy health potential increase access care chronic maternal morbidity obstetric fistula woman face stigma geographic isolation sociocultural barrier care seek study document develop implement innovative fistula screen referral hotline interactive voice response ivr describe service usage stakeholder perspective associate hotline,Data Systems & Development
406,mobile alliance maternal action mama global consortium publicprivate funding deliver vital health operation pregnant woman mother family mobile phone message design behavior change mama nigeria launched government nigeria gon partner program document leverage contemporary strengthen health system attempt chronicle technical management structure level stakeholder engagement initialization implementation hello mama nigeria serve guideline basic intricacy platform nigeria current future implementers message service maternal child health subsaharan africa road map key objective clarity resource requirement execute health message platform nigeria share methodology document drive future deployment successful health platform build hellomamas lesson learn,Data Systems & Development
407,momconnect flagship programme south african national department health reach pregnant woman mobile momconnect pregnant postpartum woman twiceweekly health text message access helpdesk patient query feedback momconnect scale reach public health facility reach pregnant woman attend antenatal appointment helpdesk receive query average day momconnect user service entirely free user rapid growth smartphone penetration opportunity reduce cost increase realtime data collection expand reach scope momconnect serve health worker patient,Data Systems & Development
408,decade government partnersat national global levelshave extend health care service reach population segment population serve health service clearly prevalent health issue resource vary setting common challenge efficiently key lifesaving population immunization insecticidetreated mosquito net micronutrient supplementation overcome challenge distance geographic barrier extend service segment population easily reach wellequipped staffed health center bridge cultural gap educate health professionalsmany originally hail urban settingsand local people main body collection casestudies national health worker program follow common format help facilitate comparison study mix chw professionalize spectrum formalized health volunteer program,Data Systems & Development
409,monitor evaluation assess measure evaluation phase flagship mechanism strengthen health system develop usaid bureau global health midterm performance evaluation measure evaluation phase seek inform technical program program management evaluation respond three overarch question meet stakeholder benefit health sectorwide versus health areaspecific tool develop evaluation mixedmethods team conduct inperson interview stakeholder cote divoire mali nigeria virtual inperson interview internal external stakeholder washington dc online survey internal government external stakeholder review document,Digital Infrastructure Development
410,document highlight key operational lesson learn programsbangladesh south africa india nigeriathat implement mobile alliance maternal action mama mama age stagebased message direct pregnant woman mother family foster behavior change improve maternal child health outcome aim share operational lesson program implementers learn strategy overcome implementation challenge,Data Systems & Development
411,sustainable goal sdg partnership platform vehicle spearhead government kenya support drive publicprivate collaboration help realize kenyas vision sdg aspiration sdg partnership platform accelerator window sdg cluster primary healthcare usaid sdg partnership platform launch assess private sector investment opportunity primary healthcare kenya summarize finding phase build conduct phase identify measure size privatesector investment primary healthcare kenya identifies company investor outline implementation roadmap national agenda encourage great investment share detail countylevel investment opportunity,Data Systems & Development
412,ass kenyan health financing system light ongoing reforms government kenyas goks ambitious commitment achieve universal health coverage uhc multiple initiativesinternational experience effective health financing reform advance uhc mobilizing sufficient resource service health ensure resource pool spent equitably protect citizen financial burden seek healthcare kenya succeed endeavor depend congruent action national county government joint goal increase insurance coverage strengthen financing primary care increase domestic spending essential program improve efficiency budget allocation engage private sector enhance supply choice kenya willingness policy experimentation source private financial innovation harness accelerate key future health system solution,Digital Finance
413,measure evaluation fund united agency international usaid conduct identify gap adolescent youth reproductive health ayrh program consist review landscape ayrh outcomes impact identify measurement gap recommendation improve ayrh program spectrum rh category,Data Systems & Development
414,communityled total sanitation clts adopt national policy rural sanitation considerable challenge remain respect consistent highquality implementation reliable monitoring usaid water sanitation hygiene partnership learn sustainability washpals carry landscape assessment communication ict water sanitation hygiene wash sector initial step understanding demand potential customization solution support largescale implementation andor monitor clts program purpose assessment understand mobileenabled icts currently wash program generally clts program document lesson learn opportunity icts support monitor implementation clts insight develop adapt ict solution clts implementers government practice clts,Data Systems & Development
415,health worker chws essential primary health care system costeffective strategy achieve sustainable goal sdgs nepal commit universal health coverage sdgs nepal ministry health population partner nongovernmental organization nyaya health nepal pilot program align health organization guideline chws program chws receive regular financial compensation meet minimum education level supervise continuously train integrated local primary health care system mobile health tool consistent supply chain live serve service pointofcare user fee pilot model demonstrate improved institutional birth rate antenatal care completion postpartum contraception utilization perform retrospective costing analysis july july catchment population,E-government
416,strength health systemand ultimately health populationdepends health worker performance insufficient support build manage optimize human resource health hrh broad workforce function insufficient quantity quality health worker low middleincome lmics turn perpetuate health inequity lowquality health service define broad supervisory improve provider performance teambased learning supportive supervision checklist inperson visit usaid enhanced supervision estimate high potential impact health system usaid usaids human resource health hrh program conduct landscape analysis study document supervision enhancement aim improve health worker performance document highlight component associate effectiveness structure conceptual framework taxonomy classify input document supervision elaborate finding analysis study promise,Data Systems & Development
417,spring aim transform live adolescent girl business develop product service help safe learn earn save great wellbeing spring accelerator identify business improve life girl mentor support limit finance expertise business growth design innovation marketing help drive business model forward original focus direct economic asset broaden wider range product economic sanitary lifeenhancing product service childcare mobile health advise business opportunity girl business chain spring programme july september programme support cohort business geographic eastern africa ethiopia tanzania kenya uganda rwanda south asia bangladesh pakistan nepal myanmar cohort spring business reach adolescent girl,Digital Finance
418,president malaria initiative focus reduce malariarelated mortality highburden subsaharan africa rapid scaleup proven highly effective malaria prevention treatment measure uganda currently rank malaria saharan africa pmi focus goal ugandas malaria reduction strategic plan umrsp reduce annual malaria death malaria morbidity population malaria parasite prevalence umrsp serf primary framework pmi support uganda,Data Systems & Development
419,save life birth slb grand challenge bring global innovation combat preventable maternal newborn death stillbirth global scale slb program fund total innovation unique organization address critical issue maternal newborn health mnh lowresource setting slb portfolio span innovation product device diagnostics mhealth solution drug vaccine service delivery fund innovation slb open call solicit innovative idea mnh field restriction organization geographic specific disease slb grantee academic institution nonprofit organization forprofit public international organization pios majority organization headquarter highincome hics versus low middleincome lmics,Child Protection
420,purpose tuberculosis south africa tbsap midterm evaluation examine help achieve national department health ndoh united agency international usaid mission goal reduce tuberculosis tb burden south africa identify improvement three specific evaluation objective determine degree extent tbsap respond government south africas gosa tb priority national strategic plan national tb program strategic plan identify key lesson learn best practice challenge inform strategic design followon tb learn midterm successes challenge tbsap recommend course correction final,Data Systems & Development
421,standard day method sdm fertility awarenessbased family planning method identifies day fertile window woman regular menstrual cycle day long abstain sex barrier method prevent pregnancy irst develop test institute reproductive health irh sdm introduce cyclebeads string color bead represent day menstrual cycle free icyclebeads app introduce piloted version cyclebeads download mobile device review implementation science publication sdm lmics pilot study sdm determine acceptability method correct efficacy rate demographics user change contraceptive prevalence rate family planning behavior men couple examine status sdm attempt scale method national family planning protocol train service delivery,Data Systems & Development
422,describes finding endofproject performance evaluation communicate health usaidghanas social behavior change communication sbcc flagship conduct june finding evaluation communicate health successful achieve objective describe award subsequent planning document evaluation explore primary question correspond communicate health expect result er communicate health contribute uptake healthy behavior communicate health capacity building appear impactful partner beneficiary replicate expanded move forward,Data Systems & Development
423,develop testbeds bitcoin blockchain pilot develop develop national blockchain strategy ral zambrano blockchain ledger support integration peertopeer distribute network cryptography consensus algorithms paper zambrano develop conceptual framework explore government public sector develop harness blockchain tackle key challenge,Digital Inclusion
424,african continent people age covid crisis exacerbate preexist inequality deepen young people intersect vulnerability despite fact live hardtoreach access electricity young people subsaharan africa tech transform life wake pandemic overseas institute odi publication glean finding insight twoday online global consultation hold july explore young african covid pandemic paper discus topic day consultation participant engage textbased discussion platformdialogue delve youth activism engagement skill youth meaningfully engage shape society,Upskilling/ Capacity Building
425,evidence study peer mentor tool build health worker knowledge skill practice dearth method learn immunization program whatsapp network platform health care professional limit potential contribution improve immunization competency health worker study peer mentor whatsapp networking blend learn method needbased individualized capacity build health worker immunization service future assess comparative costbenefit classroombased train peer mentor whatsapp networking,Upskilling/ Capacity Building
426,response covid south korea acknowledge small maintain exceptionally low rate infection mortality grow lesson learn outbreak middle east respiratory syndrome mers hop avoid failure early spread covid government infectious disease response system hold regular medium briefing develop cooperative disease control effort study highlight communication insight emerge south korean national response covid focus disease control program communication icts conjunction messaging strategy,E-government
427,ehealth africa eha support northern nigerias health infrastructure ehas bring people centric data drive solution connect deliver public health service vulnerable eha staff continue solution play critical role public health west africa nigeria sierra leone guinea liberia,Data Systems & Development
428,covid pandemic disrupt form social life education sector effort virus bay onsite instruction suspend globe jeopardize educational goal worlds student population online learn emerge ultimate solution disruption covid pandemic main challenge develop subsaharan africa ensure effective online learning level education lack fund infrastructure effective elearning system ict gadget challenge hinder online learn develop achieve intended goal realization covid die prospect vaccine ghana resume onsite instruction early,Upskilling/ Capacity Building
429,indias empowerment foundation def empower marginalised informationdark region aim serve amid covid pandemic def launch communication ictenabled communityspecific programme centre virtual service facilitation covid emergency relief programme cderp galvanise resource centre foot soldier covid relief warrior union territory effort reach households individual rural india,Digital Inclusion
430,recommendation governance publish access organisation seek defend extend user risk document aim reach decisionmakers worldwide goal human forefront debate governance pathway future reinforces share ideal freedom openness democratic potential return power user recommendation intend humanrights usercentric region regard specific actor design onesizefitsall prescription design serve minimum basis governance policy safeguard human,Policy & Regulation or Digital Services
431,empower youth eyw fiveyear program oxfam fund ikea foundation program focus enable young people young woman climate change rural pakistan bangladesh indonesia ethiopia seek decent wide range stakeholder young people government private sector program applies holistic tackle issue economic empowerment genderbased discrimination youth agency enable policy normative environment young people opportunity choice employment,Data Systems & Development
432,technological change impact employment becky faith kevin hernandez data insight analysis relationship current girl education low lowermiddle income implication girl young woman labour participation,Digital Inclusion
433,mnutrition global initiative support fcdo manage gsma implement incountry mnos third party provider mobile seek improve health nutritional status child adult develop potential utilise mobile change attitude knowledge behaviour practice health agriculture improve nutritional status recognise rigorous evaluation mservices scale consortium researcher gamos ifpri contract conduct rigorous mixedmethods evaluation estimate impact mnutrition child adult understand component mnutrition shape impact,Digital Literacy
434,analysis data qualitative study mobile phone young lowincome womenincluding access internet mobile phonesshows maintain mobile phone charge credit repair burden challenge inextricably bound structural inequality experience respondent poor employment condition unaffordable housing,Digital Inclusion
435,lion share belt road initiative bri investment infrastructure chinese investor energy transportation sector small share communication ict sector ict sector attract grow investment public sector private enterprise china strong stakeholder brirelated chinese literature current investment icts connectivity economy positive influence implementation sustainable goal recipient help facilitate economic growth develop rural middleincome promote small mediumsized enterprise encourage transformation traditional industry green growth narrow gap enhance inclusion,Digital Infrastructure Development
436,dfid multicadre conference explore strengthen focus leave lnb improves live people live extreme poverty marginalisation conference bring adviser livelihood social infrastructure climate environment cadre purpose share outcome conference colleague dfid partner organisation conference innovative interdisciplinary space peer learn lead share understanding lnb agenda progress dfid partner cadre lnb core commitment sustainable goal sdgs key priority dfid uk government strong advocate embed concept sdgs conference explore implication lnb economic building stability increase resilience attention crosscut issue gender disability access migration innovative integrate collaborative facilitation visual record framework scenario analysis design aim optimise peertopeer share learn collective understanding accelerate progress lnb agenda central discussion concept intersectionality recognition extreme poverty marginalisation view intersection multiple interact social political economic factor seek solution sense focus form exclusion wide interacting form exclusion,Data Systems & Development
437,background etrade partner join force midst covid outbreak aim jointly assess impact pandemic playing region barrier business face leverage solution policy response reap synergy enhance global support equip manage transformation deal pandemic,Digital Finance
438,understand young entrepreneur south asia southeast asia financial service business solution fuel inclusive growth youth entrepreneurship region offer uptodate regional picture trend youth entrepreneurship financial inclusion findex global entrepreneurship monitor gem survey data qualitative insight online survey young entrepreneur,Digital Inclusion
439,increase demand guidance note offer concrete recommendation government establish strengthen robust system track comprehensive financial diverse resource flow support enhance effectiveness realization national priority purpose guidance note key issue assess strengthen building finance system dfmis respond evolve financing landscape level dfmis broadly define computerized system record flow financial,Data Systems & Development
440,emergence economy transform unprecedented scale scope complexity challengingly transformation characterize disruption sector industry society lead emergence form production management governance opportunity emerge government reach enable citizen service profound government reappraise role frame dynamic chapter broad definition economy overview impact potential underpin drive disruption discus unique characteristic economy term scale scope introduces transformation government,Digital Finance
441,data drive shaping aspect economy society global structure principle policy data flow border emerge geopolitics challenge highlight fragility international system protectionism nationalism aspect real negative impact data flow border drive industry opportunity sector explores key foundation norm principle catalyse crossborder data flow,Policy & Regulation or Digital Services
442,article empirical evidence impact digitalisation product upgrade global chain gvcs analysis sample indian manufacture gvc firm period firmlevel database prowess methodology system generalise method moment,Digital Infrastructure Development
443,global south develop tax system improve compliance analysis tax administration impact small business taxpayer presumptive tax revenue uganda,E-government
444,covid pandemic hold lesson relationship datadriven decision artificial intelligence global crisis shift data creates policy pitfall prediction crisis play wrong unhelpful panic deluge problem lack data data deprivation divide deepen inequality hamper global coordination data regulatory dilemmas interoperability reuse critical aspect datadriven decision making neglected decentralization data gathering data reduce vulnerability risk strengthen resilience region consequence data policy data science trust equality political leadership,Data Systems & Development
445,artificial intelligence ai powerful tool reduce health economic impact covid pandemic note survey promise ai note face limitation diagnosis predict spread infection reason insufficient data help vaccine treatment social control pitfall cut edge ai vaccine stockpile second social control measure instance contacttracing apps violate data privacy intrusive surveillance tool misuse,Data Systems & Development
446,entry barrier agricultural agroprocessing chain smallholder farmer smallmediumsized processor overcome innovation adoption technologies innovation sector radical incremental range biotechnology production automation sort grade packaging platform dataconnected device access enable farmer africa increase productivity quality reduce cost meet standard improve access finance facilitate payment evaluate role south african fresh fruit select food chain facilitate inclusive participation highlight potential adverse player recommendation address challenge build capability adopt emphasize role publicprivate partnership enable regulatory environment,Digital Inclusion
447,paper examines digitalization driver upgrade global chain help develop move high valueadded paper empirical evidence impact capability product upgrading indian manufacturing firm participate global chain empirical analysis undertaken panel global chain manufacturing firm period methodology system generalized methodofmoments paper attempt tie empirical global chain governance literature advance nexus governance digitalization key global chain,Digital Finance
448,technological trend digitization artificial intelligence robotics power drastically increase economic output displace worker paper ass risk automation female male worker latin american bolivia chile colombia el salvador study apply taskbased gender perspective region main finding men woman perform task link skill future stem science engineering mathematics communication management communication creative problemsolving task woman high average risk automation woman men high risk probability automation great differential impact technological trend woman men assess order guide policymaking prepare worker future action prevent transformation worsen gender inequality labor,Digital Inclusion
449,evergreater expansion economy bring opportunity worker disadvantage traditional economy focus specific worker belong woman study skill relevance economy estimate return labor gender latin american communication ict skill science engineering mathematics stem skill yield positive return men woman gender gap favor men stem return sizable gender gap amount skill accumulate gender oaxacablinder decomposition estimate gender gap hourly wage low return woman receive relative men stem skill investment skill relevant economy beneficial labor performance men woman return stem exhibit strong gender asymmetry remain open relevant question,Digital Literacy
450,drive ride hail platform latin america profile uber driver brazil chile colombia mexico platform improve function characterized coordination problem high level fragmentation ch transport ation adoption platforms atin america atam notably ride hail sector considerable expansion increase availability job alternative worker region characterize high level informality citizens insecurity evaluate viability hypothesis explore characteristic uber driver ud combine uber administrative data survey design applied characteristic analyze driver current labor profile labor aspiration financial behavior fo average ud atam male highly educate driver previous experience transport ation sector duration platform hour week majority ud hour week average hourly gross income uds utilizing platform three hourly minimum wage slight disparity gender age main reason cite join platform ability generate income flexible working hour driver choose fulltime job total income source drive uber majority uds financially stretch insecure low level retirement prepare ness uds strong desire accumulate saving short term finding policy alternative leverage ride hail platform improv live driver latin america facilitate participation woman migrants driver promote financial inclusion financial literacy ease voluntary contribution retirement product explore alternative acquire coverage multiple risk pay ing social security contribution,Digital Finance
